item_identifier,item_type,item_fat_content,item_weight,item_visibility
NCY06,Household,Low Fat,15.25,0.061308889
FDP27,Meat,Low Fat,8.155,0.119692888
FDQ34,Snack Foods,Low Fat,10.85,0.162571649
DRE48,Soft Drinks,Low Fat,8.43,0.017360867
FDV36,Baking Goods,Low Fat,18.7,0.026450779
FDP38,Canned,Low Fat,10.1,0.032283676
DRG15,Dairy,Low Fat,6.13,0.077169953
FDD53,Frozen Foods,Low Fat,16.2,0.044472637
FDV40,Frozen Foods,Low Fat,17.35,0.06980413064720498
FDV32,Fruits and Vegetables,Low Fat,7.785,0.089210159
FDG45,Fruits and Vegetables,Low Fat,8.1,0.128760294
FDS20,Fruits and Vegetables,Low Fat,8.85,0.054171606
FDE32,Fruits and Vegetables,Low Fat,20.7,0.04903471
DRI23,Hard Drinks,Low Fat,18.85,0.137972993
NCM17,Health and Hygiene,Low Fat,7.93,0.071538243
NCO53,Health and Hygiene,Low Fat,16.2,0.176175402
FDW34,Snack Foods,Low Fat,9.6,0.035780385
FDK34,Snack Foods,Low Fat,13.35,0.038744606
FDM33,Snack Foods,Low Fat,15.6,0.088215871
DRG13,Soft Drinks,Low Fat,17.25,0.037396492
FDY47,Breads,Regular,8.6,0.054594957
FDU16,Frozen Foods,Regular,19.25,0.06980413064720498
FDY08,Fruits and Vegetables,Regular,9.395,0.171422166
FDM09,Snack Foods,Regular,11.15,0.086105815
FDS34,Snack Foods,Regular,19.35,0.076914745
FDM24,Baking Goods,Regular,6.135,0.079776075
FDS28,Frozen Foods,Regular,8.18,0.082867689
FDS45,Snack Foods,Regular,5.175,0.029662795
FDP21,Snack Foods,Regular,7.42,0.025886443
FDZ57,Snack Foods,Regular,10.0,0.037977917
FDU21,Snack Foods,Regular,11.8,0.077154417
FDD10,Snack Foods,Regular,20.6,0.046280998
FDI19,Meat,Low Fat,15.1,0.06535955496790123
FDQ13,Canned,Low Fat,11.1,0.010639596
FDV47,Breads,Low Fat,17.1,0.054197299
FDY50,Dairy,Low Fat,5.8,0.130931048
FDA50,Dairy,Low Fat,16.25,0.087158654
FDN40,Frozen Foods,Low Fat,5.88,0.08644044
FDO32,Fruits and Vegetables,Low Fat,6.36,0.120520818
FDC56,Fruits and Vegetables,Low Fat,7.72,0.121497742
FDC20,Fruits and Vegetables,Low Fat,10.65,0.07371877399126638
FDS43,Fruits and Vegetables,Low Fat,11.65,0.040507228
FDT08,Fruits and Vegetables,Low Fat,13.65,0.049209192
NCX05,Health and Hygiene,Low Fat,15.2,0.097043739
NCS06,Household,Low Fat,7.935,0.031730739
NCN18,Household,Low Fat,8.895,0.06496310372991851
NCL18,Household,Low Fat,18.85,0.167552202
FDN27,Meat,Low Fat,20.85,0.039555016
DRI49,Soft Drinks,Low Fat,14.15,0.183472595
FDY24,Baking Goods,Regular,4.88,0.07433118783250414
FDQ26,Dairy,Regular,13.5,0.067859568
FDB03,Dairy,Regular,17.75,0.156802171
FDC29,Frozen Foods,Regular,8.39,0.024201684
FDH17,Frozen Foods,Regular,16.2,0.016650191
FDU33,Snack Foods,Regular,7.63,0.134684292
FDW46,Snack Foods,Regular,13.0,0.070288365
DRB13,Soft Drinks,Regular,6.115,0.007043008
DRH59,Hard Drinks,Low Fat,10.8,0.097805615
FDO60,Baking Goods,Low Fat,20.0,0.057527544
FDB32,Fruits and Vegetables,Low Fat,20.6,0.039255412
DRG11,Hard Drinks,Low Fat,6.385,0.14032811
NCP02,Household,Low Fat,7.105,0.075000682
NCT30,Household,Low Fat,9.1,0.134393836
NCR42,Household,Low Fat,9.105,0.064410783
NCE43,Household,Low Fat,12.5,0.17314115
NCD55,Household,Low Fat,14.0,0.040725405
FDH35,Starchy Foods,Low Fat,18.25,0.10084386
FDB49,Baking Goods,Regular,8.3,0.05046718
FDT11,Breads,Regular,5.94,0.049163321
FDK03,Dairy,Regular,12.6,0.123727659
FDW55,Fruits and Vegetables,Regular,12.6,0.036773101
FDP37,Breakfast,Low Fat,15.6,0.142986863
FDG50,Canned,Low Fat,7.405,0.015259084
FDH16,Frozen Foods,Low Fat,10.5,0.052511611
FDL40,Frozen Foods,Low Fat,17.7,0.011603492
FDG32,Fruits and Vegetables,Low Fat,19.85,0.175849067
NCS29,Health and Hygiene,Low Fat,9.0,0.069487587
NCN26,Household,Low Fat,10.85,0.06496310372991851
NCS18,Household,Low Fat,12.65,0.042175992
NCG06,Household,Low Fat,16.35,0.029420857
NCX30,Household,Low Fat,16.7,0.026598474
NCF18,Household,Low Fat,18.35,0.088908547
NCJ06,Household,Low Fat,20.1,0.034623782
NCP55,Others,Low Fat,14.65,0.011180713
FDI57,Seafood,Low Fat,19.85,0.053980686
FDF35,Starchy Foods,Low Fat,15.0,0.153861181
FDY01,Canned,Regular,11.8,0.170141787
FDA07,Fruits and Vegetables,Regular,7.55,0.030918873
FDK20,Fruits and Vegetables,Regular,12.6,0.04152307
FDA55,Fruits and Vegetables,Regular,17.2,0.056941603
FDW32,Fruits and Vegetables,Regular,18.35,0.094218363
FDR27,Meat,Regular,15.1,0.096020459
FDK10,Snack Foods,Regular,5.785,0.040325274
FDC34,Snack Foods,Regular,16.0,0.172615327
DRZ11,Soft Drinks,Regular,8.85,0.112571187
FDN09,Snack Foods,Low Fat,14.15,0.035016754
DRD25,Soft Drinks,Low Fat,6.135,0.079293753
FDL16,Frozen Foods,Low Fat,12.85,0.169139066
FDB21,Fruits and Vegetables,Low Fat,7.475,0.149125615
FDD09,Fruits and Vegetables,Low Fat,13.5,0.021583971
NCK30,Household,Low Fat,14.85,0.061226969
NCW06,Household,Low Fat,16.2,0.050545502
FDY45,Snack Foods,Low Fat,17.5,0.026248606
FDU34,Snack Foods,Low Fat,18.25,0.075501241
FDX47,Breads,Regular,6.55,0.034745307
FDA37,Canned,Regular,7.81,0.055451725
FDP13,Canned,Regular,8.1,0.134870732
FDQ25,Canned,Regular,8.63,0.028391879
FDJ03,Dairy,Regular,12.35,0.072689818
FDM16,Frozen Foods,Regular,8.155,0.033692089
FDN08,Fruits and Vegetables,Regular,7.72,0.07371877399126638
FDF45,Fruits and Vegetables,Regular,18.2,0.012254429
FDE23,Starchy Foods,Regular,17.6,0.053397642
DRJ01,Soft Drinks,Low Fat,6.135,0.115500999
FDM20,Fruits and Vegetables,Low Fat,13.1,0.07371877399126638
FDW08,Fruits and Vegetables,Low Fat,13.1,0.147663025
NCR50,Household,Low Fat,13.15,0.011762847
FDJ48,Baking Goods,Low Fat,11.65,0.056161529
FDF50,Canned,Low Fat,12.15,0.116762173
FDX28,Frozen Foods,Low Fat,12.85,0.06980413064720498
FDC32,Fruits and Vegetables,Low Fat,13.1,0.098629062
FDD20,Fruits and Vegetables,Low Fat,13.1,0.020614212
DRK59,Hard Drinks,Low Fat,10.1,0.075084457
FDL43,Meat,Low Fat,12.35,0.026933321
NCM43,Others,Low Fat,14.5,0.01938106
FDP33,Snack Foods,Low Fat,13.15,0.088839949
FDV21,Snack Foods,Low Fat,13.15,0.170254469
FDN23,Breads,Regular,10.6,0.075142108
FDQ31,Fruits and Vegetables,Regular,13.1,0.053586458
FDL03,Meat,Regular,12.35,0.026949463
FDO27,Meat,Regular,12.35,0.178210285
FDJ33,Snack Foods,Regular,13.15,0.087894475
FDZ21,Snack Foods,Regular,13.15,0.039031927
FDN22,Snack Foods,Regular,18.85,0.138190277
FDM40,Frozen Foods,Low Fat,10.195,0.159803853
FDN33,Snack Foods,Regular,6.305,0.123115764
NCO17,Health and Hygiene,Low Fat,12.15,0.128478462
FDL58,Snack Foods,Regular,5.78,0.07086596150265016
DRJ51,Dairy,Low Fat,14.1,0.087977262
FDY03,Meat,Regular,17.6,0.076276208
FDG29,Frozen Foods,Low Fat,17.6,0.056245075
DRP47,Hard Drinks,Low Fat,15.75,0.141398626
FDJ22,Snack Foods,Low Fat,13.15,0.09246392
FDF11,Starchy Foods,Regular,10.195,0.017627888
FDX08,Fruits and Vegetables,Low Fat,12.85,0.022604051
DRH15,Dairy,Low Fat,8.775,0.07670093052484472
FDS26,Dairy,Low Fat,13.35,0.089035961
FDL48,Baking Goods,Regular,19.35,0.082197959
FDB38,Canned,Regular,12.15,0.07177910014772726
FDW44,Fruits and Vegetables,Regular,9.5,0.035205866
FDB16,Dairy,Low Fat,8.21,0.044995631
FDM14,Canned,Low Fat,13.8,0.013263968
FDV56,Fruits and Vegetables,Regular,13.1,0.013529884
FDM52,Frozen Foods,Low Fat,15.1,0.026046138
FDH58,Snack Foods,Low Fat,12.3,0.037014587
FDZ08,Fruits and Vegetables,Regular,13.1,0.109459733
NCK42,Household,Low Fat,7.475,0.013120028
NCR30,Household,Low Fat,20.6,0.071282168
FDN52,Frozen Foods,Regular,12.85,0.13093275
FDA43,Fruits and Vegetables,Low Fat,10.895,0.064621927
NCY05,Health and Hygiene,Low Fat,13.5,0.054990009
FDZ12,Baking Goods,Low Fat,9.17,0.103138922
FDH24,Baking Goods,Low Fat,20.7,0.021464454
FDW25,Canned,Low Fat,5.175,0.037457098
FDC38,Canned,Low Fat,15.7,0.122684413
FDS50,Dairy,Low Fat,17.0,0.055519561
FDN31,Fruits and Vegetables,Low Fat,11.5,0.072994847
FDV43,Fruits and Vegetables,Low Fat,16.0,0.076975118
FDI32,Fruits and Vegetables,Low Fat,17.7,0.174644552
NCG42,Household,Low Fat,19.2,0.041291929
FDV03,Meat,Low Fat,17.6,0.058181585
FDQ22,Snack Foods,Low Fat,16.75,0.029785889
DRK49,Soft Drinks,Low Fat,14.15,0.035999599
FDV11,Breads,Regular,9.1,0.081794766
FDU26,Dairy,Regular,16.7,0.042685217
FDI53,Frozen Foods,Regular,8.895,0.137858955
FDU20,Fruits and Vegetables,Regular,19.35,0.021490911
FDW36,Baking Goods,Low Fat,11.65,0.099681705
FDY13,Canned,Low Fat,12.15,0.052749199
NCY29,Health and Hygiene,Low Fat,12.15,0.135226962
NCG30,Household,Low Fat,13.15,0.196659953
FDG31,Meat,Low Fat,12.35,0.066351687
FDV15,Meat,Low Fat,12.35,0.255929096
DRF25,Soft Drinks,Low Fat,11.8,0.068153091
FDH14,Canned,Regular,12.15,0.081955735
FDL52,Frozen Foods,Regular,12.85,0.080697998
FDH45,Fruits and Vegetables,Regular,13.1,0.185008985
FDO56,Fruits and Vegetables,Regular,13.1,0.078758649
FDS21,Snack Foods,Regular,13.15,0.036551446
FDR35,Breads,Low Fat,12.5,0.020697723
FDX13,Canned,Low Fat,7.725,0.047782959
FDO50,Canned,Low Fat,16.25,0.078168739
FDG40,Frozen Foods,Low Fat,13.65,0.039824346
NCE07,Household,Low Fat,8.18,0.013130031
FDZ10,Snack Foods,Low Fat,17.85,0.044463491
FDW45,Snack Foods,Low Fat,18.0,0.03901099
FDN45,Snack Foods,Low Fat,19.35,0.118102769
DRZ24,Soft Drinks,Low Fat,7.535,0.081787519
FDS36,Baking Goods,Regular,8.38,0.04688734
FDI38,Canned,Regular,13.35,0.014626901
FDE05,Frozen Foods,Regular,10.895,0.032454046
FDH46,Snack Foods,Regular,6.935,0.041282286
FDS58,Snack Foods,Regular,9.285,0.07086596150265016
FDY57,Snack Foods,Regular,20.2,0.121254236
FDB51,Dairy,Low Fat,6.92,0.038671588
FDU13,Canned,Low Fat,8.355,0.187939003
DRF51,Dairy,Low Fat,15.75,0.166174549
FDD39,Dairy,Low Fat,16.7,0.070297175
FDS40,Frozen Foods,Low Fat,15.35,0.014047825
FDL44,Fruits and Vegetables,Low Fat,18.25,0.012300013
DRK47,Hard Drinks,Low Fat,7.905,0.064194304
NCM41,Health and Hygiene,Low Fat,16.5,0.035728302
NCA17,Health and Hygiene,Low Fat,20.6,0.04551031
NCO26,Household,Low Fat,7.235,0.077011493
FDM21,Snack Foods,Low Fat,20.2,0.06449461
FDE02,Canned,Low Fat,8.71,0.121936216
FDQ20,Fruits and Vegetables,Low Fat,8.325,0.029953314
FDI44,Fruits and Vegetables,Low Fat,16.1,0.100799828
DRF23,Hard Drinks,Low Fat,4.61,0.123346085
NCQ30,Household,Low Fat,7.725,0.029236727
FDS39,Meat,Low Fat,6.895,0.022587621
FDJ09,Snack Foods,Low Fat,15.0,0.058725134
DRM37,Soft Drinks,Low Fat,15.35,0.096943078
FDX52,Frozen Foods,Regular,11.5,0.042087749
FDS22,Snack Foods,Regular,16.85,0.023201857
FDS44,Fruits and Vegetables,Regular,12.65,0.156926608
FDR34,Snack Foods,Regular,17.0,0.016055615
FDN51,Meat,Regular,17.85,0.021065311
NCO42,Household,Low Fat,21.25,0.024650932
FDF33,Seafood,Low Fat,7.97,0.021531416
FDP23,Breads,Low Fat,6.71,0.03558013
FDP25,Canned,Low Fat,15.2,0.021203509
FDD50,Canned,Low Fat,18.85,0.141615436
FDA31,Fruits and Vegetables,Low Fat,7.1,0.109990885
FDL56,Fruits and Vegetables,Low Fat,14.1,0.125756824
NCC55,Household,Low Fat,10.695,0.06375108
FDB22,Snack Foods,Low Fat,8.02,0.111419588
DRG25,Soft Drinks,Low Fat,10.5,0.019046089
FDT14,Dairy,Regular,10.695,0.12770295
FDF44,Fruits and Vegetables,Regular,7.17,0.059716729
FDI08,Fruits and Vegetables,Regular,18.2,0.066284519
FDL21,Snack Foods,Regular,15.85,0.007145063
FDT13,Canned,Low Fat,14.85,0.07177910014772726
FDR26,Dairy,Low Fat,20.7,0.071699984
FDF52,Frozen Foods,Low Fat,9.3,0.11178154
FDM32,Fruits and Vegetables,Low Fat,20.5,0.07371877399126638
NCV29,Health and Hygiene,Low Fat,11.8,0.038235337
NCG18,Household,Low Fat,15.3,0.038460297
NCO55,Others,Low Fat,12.8,0.152377658
FDC47,Snack Foods,Low Fat,15.0,0.19899855
FDI60,Baking Goods,Regular,7.22,0.064141866
FDG10,Snack Foods,Regular,6.63,0.018310142
FDX50,Dairy,Low Fat,20.1,0.074565098
FDZ52,Frozen Foods,Low Fat,19.2,0.099991245
FDA20,Fruits and Vegetables,Low Fat,6.78,0.066565644
FDV08,Fruits and Vegetables,Low Fat,7.35,0.028571132
DRJ11,Hard Drinks,Low Fat,9.5,0.085020342
NCM54,Household,Low Fat,17.7,0.05089667
FDI33,Snack Foods,Low Fat,16.5,0.028395167
DRB01,Soft Drinks,Low Fat,7.39,0.082170947
DRH49,Soft Drinks,Low Fat,19.7,0.024635077
FDR12,Baking Goods,Regular,12.6,0.03150851
FDS24,Baking Goods,Regular,20.85,0.062172698
FDA52,Frozen Foods,Regular,16.2,0.128315409
FDS56,Fruits and Vegetables,Regular,5.785,0.038724612
FDT51,Meat,Regular,11.65,0.010909704
FDG33,Seafood,Regular,5.365,0.140123575
FDC22,Snack Foods,Regular,6.89,0.136314863
FDX33,Snack Foods,Regular,9.195,0.117387066
FDU10,Snack Foods,Regular,10.1,0.045653999
FDN10,Snack Foods,Low Fat,11.5,0.07086596150265016
FDO33,Snack Foods,Low Fat,14.75,0.089686322
DRF60,Soft Drinks,Low Fat,10.8,0.06926435932603406
FDO48,Baking Goods,Regular,15.0,0.026950104
FDM25,Breakfast,Regular,10.695,0.060912865
FDJ38,Canned,Regular,8.6,0.040369315
FDJ26,Canned,Regular,15.3,0.08511049
FDB40,Dairy,Regular,17.5,0.007570599
FDY44,Fruits and Vegetables,Regular,14.15,0.024503972
FDT23,Breads,Regular,7.72,0.075035902
NCW29,Health and Hygiene,Low Fat,12.15,0.028723187
FDK27,Meat,Low Fat,12.35,0.008903212
FDB59,Snack Foods,Low Fat,13.15,0.01520491
FDE58,Snack Foods,Low Fat,13.15,0.07086596150265016
FDN57,Snack Foods,Low Fat,13.15,0.053971566
FDT46,Snack Foods,Low Fat,13.15,0.030657949
DRJ37,Soft Drinks,Low Fat,11.8,0.060805497
FDC35,Starchy Foods,Low Fat,13.175,0.122242847
FDE50,Canned,Regular,12.15,0.01612717
FDI27,Dairy,Regular,13.35,0.045763623
FDL39,Dairy,Regular,13.35,0.06302467
FDW04,Frozen Foods,Regular,12.85,0.06980413064720498
NCL17,Health and Hygiene,Low Fat,7.39,0.067779712
FDA44,Fruits and Vegetables,Low Fat,19.7,0.053212652
FDW11,Breads,Low Fat,12.6,0.049058014
FDV25,Canned,Low Fat,5.905,0.045838211
FDT25,Canned,Low Fat,7.5,0.051038045
FDH40,Frozen Foods,Regular,11.6,0.078929571
FDM60,Baking Goods,Regular,10.8,0.048143292
FDV39,Meat,Low Fat,11.3,0.007309544
FDB29,Frozen Foods,Regular,16.7,0.052517969
NCV05,Health and Hygiene,Low Fat,10.1,0.03020851
FDV02,Dairy,Low Fat,13.35,0.060252433
FDW56,Fruits and Vegetables,Low Fat,7.68,0.118672537
FDW35,Breads,Low Fat,10.6,0.011106465
FDV14,Dairy,Low Fat,19.85,0.044566659
NCH18,Household,Low Fat,9.3,0.044730667
NCW18,Household,Low Fat,15.1,0.059417055
NCK07,Others,Low Fat,10.65,0.048762383
FDT47,Breads,Regular,5.26,0.02454694
FDW27,Meat,Regular,5.86,0.151087845
FDW01,Canned,Low Fat,12.15,0.112161697
NCZ05,Health and Hygiene,Low Fat,12.15,0.10178199
NCH07,Household,Low Fat,13.15,0.162248011
NCQ42,Household,Low Fat,13.15,0.068753558
NCW42,Household,Low Fat,13.15,0.102371638
FDH34,Snack Foods,Low Fat,13.15,0.054443762
FDQ57,Snack Foods,Low Fat,13.15,0.048932713
FDO10,Snack Foods,Regular,13.15,0.07086596150265016
FDY48,Baking Goods,Low Fat,14.0,0.023734872
FDX14,Dairy,Low Fat,13.1,0.07494003
DRF15,Dairy,Low Fat,18.35,0.03321399
NCF07,Household,Low Fat,9.0,0.032022535
NCD07,Household,Low Fat,9.1,0.06496310372991851
NCF31,Household,Low Fat,9.13,0.051847425
NCR18,Household,Low Fat,15.85,0.020487625
NCA30,Household,Low Fat,19.0,0.06496310372991851
DRH36,Soft Drinks,Low Fat,16.2,0.03338006
FDQ48,Baking Goods,Regular,14.3,0.034411238
FDW14,Dairy,Regular,8.3,0.038211537
FDS02,Dairy,Regular,10.195,0.145867347
FDU57,Snack Foods,Regular,8.27,0.089554186
FDA11,Baking Goods,Low Fat,7.75,0.043326511
NCM18,Household,Low Fat,13.0,0.083009876
FDD58,Snack Foods,Low Fat,7.76,0.059472609
FDV24,Baking Goods,Low Fat,5.635,0.103481775
NCN29,Health and Hygiene,Low Fat,15.2,0.012141036
NCM31,Others,Low Fat,6.095,0.081361288
DRC25,Soft Drinks,Low Fat,5.73,0.045463871
FDL26,Canned,Low Fat,18.0,0.073606829
FDI56,Fruits and Vegetables,Low Fat,7.325,0.093913607
NCP54,Household,Low Fat,15.35,0.035348491
NCD18,Household,Low Fat,16.0,0.073080167
FDE47,Starchy Foods,Low Fat,14.15,0.038123176
FDC52,Dairy,Regular,11.15,0.008296692
FDG05,Frozen Foods,Regular,11.0,0.088025298
FDG17,Frozen Foods,Regular,6.865,0.036042939
FDR56,Fruits and Vegetables,Regular,15.5,0.101335811
DRD01,Soft Drinks,Regular,12.1,0.061521569
FDB39,Dairy,Low Fat,11.6,0.038511676
FDA49,Canned,Low Fat,19.7,0.064909488
NCR05,Health and Hygiene,Low Fat,10.1,0.054620504
FDZ23,Baking Goods,Regular,17.75,0.067490036
FDH57,Fruits and Vegetables,Low Fat,10.895,0.059834024
FDY60,Baking Goods,Regular,10.5,0.044139551
FDX12,Baking Goods,Regular,18.2,0.043626605
FDK08,Fruits and Vegetables,Regular,9.195,0.204713036
FDE59,Starchy Foods,Low Fat,12.15,0.062235983
FDZ55,Fruits and Vegetables,Low Fat,6.055,0.025512207
NCN17,Health and Hygiene,Low Fat,11.0,0.055162827
FDC23,Starchy Foods,Low Fat,18.0,0.017979145
FDD23,Starchy Foods,Regular,9.5,0.048883854
DRM35,Hard Drinks,Low Fat,10.1,0.070103425
FDH09,Seafood,Low Fat,11.65,0.055806016
DRG48,Soft Drinks,Low Fat,11.8,0.014484582
FDD35,Starchy Foods,Low Fat,13.175,0.02573918
FDA28,Frozen Foods,Regular,12.85,0.047570401
FDE35,Starchy Foods,Regular,13.175,0.07518351486466165
FDR13,Canned,Regular,9.895,0.028696932
FDV27,Meat,Regular,7.97,0.040071131
FDQ04,Frozen Foods,Low Fat,12.85,0.148392623
FDU08,Fruits and Vegetables,Low Fat,10.3,0.027310252
NCH30,Household,Low Fat,17.1,0.067141355
FDR16,Frozen Foods,Regular,5.845,0.105445801
FDQ51,Meat,Regular,16.0,0.017536671
NCR29,Health and Hygiene,Low Fat,7.565,0.054751689
FDC37,Baking Goods,Low Fat,15.5,0.032924463
FDE21,Fruits and Vegetables,Low Fat,12.8,0.022980361
NCL06,Household,Low Fat,14.65,0.072178679
NCL42,Household,Low Fat,18.85,0.040434372
FDZ46,Snack Foods,Low Fat,7.485,0.069231189
FDB10,Snack Foods,Low Fat,10.0,0.067312613
FDN50,Canned,Regular,16.85,0.026561057
FDC05,Frozen Foods,Regular,13.1,0.098938169
FDI09,Seafood,Regular,20.75,0.12953868
FDO13,Breakfast,Low Fat,10.695,0.106907604
FDA38,Dairy,Low Fat,13.35,0.04461205
FDQ11,Breads,Regular,10.6,0.118535581
FDZ25,Canned,Regular,12.15,0.07177910014772726
FDX22,Snack Foods,Regular,13.15,0.04022593
DRD49,Soft Drinks,Low Fat,9.895,0.167831064
FDC48,Baking Goods,Low Fat,9.195,0.015859294
FDP32,Fruits and Vegetables,Low Fat,6.65,0.087669485
DRO35,Hard Drinks,Low Fat,13.85,0.034570357
NCX18,Household,Low Fat,14.15,0.06496310372991851
NCF54,Household,Low Fat,18.0,0.047377053
DRC49,Soft Drinks,Low Fat,8.67,0.065436581
FDM38,Canned,Regular,5.885,0.092771309
FDR25,Canned,Regular,17.0,0.139521931
FDP08,Fruits and Vegetables,Regular,20.5,0.112410046
FDZ39,Meat,Regular,19.7,0.018024769
FDY36,Baking Goods,Low Fat,12.3,0.009429612
FDS14,Dairy,Low Fat,7.285,0.050065211
FDA57,Snack Foods,Low Fat,18.85,0.039723999
DRJ24,Soft Drinks,Low Fat,11.8,0.113559058
DRN36,Soft Drinks,Low Fat,15.2,0.050279604
NCU30,Household,Low Fat,5.11,0.035071955
NCQ18,Household,Low Fat,15.75,0.135836828
DRJ49,Soft Drinks,Low Fat,6.865,0.014072399
FDW60,Baking Goods,Regular,5.44,0.017096552
FDR01,Canned,Regular,5.405,0.053730029
FDF39,Dairy,Regular,14.85,0.019550858
FDE40,Dairy,Regular,15.6,0.099344826
FDA27,Dairy,Regular,20.35,0.030990354
FDX07,Fruits and Vegetables,Regular,19.2,0.022965292
FDS09,Snack Foods,Regular,8.895,0.08125293
FDT52,Frozen Foods,Regular,9.695,0.047697859
FDS16,Frozen Foods,Regular,15.15,0.066551268
NCZ18,Household,Low Fat,7.825,0.186445212
FDI04,Frozen Foods,Regular,13.65,0.073060301
FDK56,Fruits and Vegetables,Low Fat,9.695,0.07371877399126638
FDE44,Fruits and Vegetables,Low Fat,14.65,0.171355643
FDB12,Baking Goods,Regular,11.15,0.105287746
FDL28,Frozen Foods,Regular,10.0,0.063162608
FDP52,Frozen Foods,Regular,18.7,0.06980413064720498
FDP22,Snack Foods,Regular,14.65,0.099113429
DRA24,Soft Drinks,Regular,19.35,0.039920687
FDH21,Seafood,Low Fat,10.395,0.05226427
NCA18,Household,Low Fat,10.1,0.093862362
NCD31,Household,Low Fat,12.1,0.025834128
FDY02,Dairy,Regular,8.945,0.146701312
DRB48,Soft Drinks,Regular,16.75,0.041599644
FDT48,Baking Goods,Low Fat,4.92,0.045916788
FDB60,Baking Goods,Low Fat,9.3,0.028498354
FDC39,Dairy,Low Fat,7.405,0.159062948
FDV50,Dairy,Low Fat,14.3,0.122469209
DRH11,Hard Drinks,Low Fat,5.98,0.075495088
NCV53,Health and Hygiene,Low Fat,8.27,0.018797945
NCK06,Household,Low Fat,5.03,0.008639333
FDR09,Snack Foods,Low Fat,18.25,0.077659918
DRE13,Soft Drinks,Low Fat,6.28,0.027682047
FDX49,Canned,Regular,4.615,0.101747034
FDY43,Fruits and Vegetables,Low Fat,14.85,0.098803088
DRI13,Soft Drinks,Low Fat,15.35,0.020409765
FDQ55,Fruits and Vegetables,Regular,13.65,0.013091186
FDR14,Dairy,Low Fat,13.35,0.173206192
NCT29,Health and Hygiene,Low Fat,12.15,0.063800266
FDM39,Dairy,Low Fat,6.42,0.089498926
FDX44,Fruits and Vegetables,Low Fat,9.3,0.043209581
FDX57,Snack Foods,Regular,17.25,0.079113947
FDL32,Fruits and Vegetables,Regular,15.7,0.122657336
FDX39,Meat,Regular,14.3,0.04975339
NCC31,Household,Low Fat,8.02,0.019901356
FDQ58,Snack Foods,Low Fat,7.315,0.01532563
FDA19,Fruits and Vegetables,Low Fat,13.1,0.07371877399126638
NCC43,Household,Low Fat,7.39,0.092782895
FDS51,Meat,Low Fat,13.35,0.032180494
DRD27,Dairy,Low Fat,18.75,0.07670093052484472
NCM26,Others,Low Fat,20.5,0.023190134
FDK46,Snack Foods,Low Fat,9.6,0.051571772
FDH12,Baking Goods,Low Fat,9.6,0.085434195
NCS42,Household,Low Fat,8.6,0.069809115
FDF59,Starchy Foods,Low Fat,12.5,0.07518351486466165
FDH28,Frozen Foods,Regular,15.85,0.110254143
FDB41,Frozen Foods,Regular,19.0,0.097510482
FDI35,Starchy Foods,Low Fat,14.0,0.041283361
FDN56,Fruits and Vegetables,Regular,5.46,0.107036943
DRE49,Soft Drinks,Low Fat,20.75,0.035568147
FDF12,Baking Goods,Low Fat,8.235,0.08276363
FDC11,Starchy Foods,Low Fat,20.5,0.142370445
FDF28,Frozen Foods,Regular,12.85,0.037681359
FDY21,Snack Foods,Low Fat,13.15,0.30374337
FDE38,Canned,Low Fat,6.52,0.044607161
FDM45,Snack Foods,Regular,8.655,0.08819473
FDH60,Baking Goods,Regular,19.7,0.07433118783250414
FDI26,Canned,Low Fat,5.94,0.034880143
FDR49,Canned,Low Fat,8.71,0.139202085
NCJ17,Health and Hygiene,Low Fat,7.68,0.152429537
FDZ36,Baking Goods,Regular,6.035,0.065729039
FDK15,Meat,Low Fat,10.8,0.098814721
DRA12,Soft Drinks,Low Fat,11.6,0.041112694
FDY59,Baking Goods,Low Fat,8.195,0.031452265
DRN59,Hard Drinks,Low Fat,15.0,0.064241345
FDI36,Baking Goods,Regular,12.5,0.062343432
FDN44,Fruits and Vegetables,Low Fat,13.15,0.022924552
FDT35,Breads,Regular,19.85,0.081916124
FDG04,Frozen Foods,Low Fat,13.1,0.006061565
FDN49,Breakfast,Regular,17.25,0.125200788
FDJ40,Frozen Foods,Regular,13.6,0.049579883
FDT15,Meat,Regular,12.15,0.071440118
FDT38,Dairy,Low Fat,18.7,0.057771828
FDF58,Snack Foods,Low Fat,13.15,0.009534758
FDK57,Snack Foods,Low Fat,13.15,0.079904068
FDD59,Starchy Foods,Regular,13.175,0.065860323
FDC15,Dairy,Low Fat,18.1,0.178975721
FDW22,Snack Foods,Regular,9.695,0.03033748
FDX45,Snack Foods,Low Fat,16.75,0.07086596150265016
FDV52,Frozen Foods,Regular,20.7,0.12152072
FDF02,Canned,Low Fat,16.2,0.104058452
NCW30,Household,Low Fat,5.21,0.011072173
FDP36,Baking Goods,Regular,10.395,0.091096531
FDS08,Fruits and Vegetables,Low Fat,13.1,0.056685383
FDT33,Snack Foods,Regular,7.81,0.034043503
FDG58,Snack Foods,Regular,10.695,0.07086596150265016
FDZ34,Starchy Foods,Low Fat,6.695,0.075864171
FDF41,Frozen Foods,Low Fat,12.15,0.131714183
FDG44,Fruits and Vegetables,Low Fat,13.1,0.07371877399126638
FDZ50,Dairy,Regular,13.35,0.07670093052484472
DRL59,Hard Drinks,Low Fat,10.1,0.037160705
FDV55,Fruits and Vegetables,Low Fat,17.75,0.05507343
DRB24,Soft Drinks,Low Fat,8.785,0.020573334
